Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2007,Dodge,Durango,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Dodge,Magnum,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Dodge,RAM,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Jeep,Commander,KOBDT04A,315,ASK,,,
2007,Jeep,Commander,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Jeep,Grand Cherokee,KOBDT04A,315,ASK,,,
2007,Jeep,Grand Cherokee,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Jeep,Grand Cherokee,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Jeep,Liberty,M3N5WY72XX,315,ASK,,,
2007,Jeep,Liberty,M3N5WY72XX / M3N65981772,315,ASK,,,
2007,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2007,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Chrysler,Aspen,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Chrysler,PT Cruiser,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Dodge,Durango,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Dodge,RAM,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2008,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Chrysler,Aspen,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Chrysler,PT Cruiser,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Dodge,Durango,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2009,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Chrysler,PT Cruiser,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2010,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Chrysler,200,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Grand Cherokee,IYZ-C01C,433.92,ASK/FSK,,,
2011,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2011,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Chrysler,200,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Dodge,Caliber,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Dodge,Nitro,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Jeep,Grand Cherokee,IYZ-C01C,433.92,ASK/FSK,,,
2012,Jeep,Liberty,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2012,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2013,Chrysler,200,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2013,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2013,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2013,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2013,Jeep,Grand Cherokee,IYZ-C01C,433.92,ASK/FSK,,,
2013,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2013,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2014,Chrysler,200,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2014,Chrysler,Sebring,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2014,Dodge,Avenger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2014,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2014,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2014,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2014,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2014,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2014,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2015,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2015,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2015,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2015,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2015,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2015,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2015,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2015,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2016,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2016,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2016,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2016,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2016,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2016,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2016,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2016,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2017,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2017,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2017,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2017,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2017,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2017,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2017,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2017,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2017,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2018,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2018,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2018,Jeep,Cherokee Trailhawk,M3N-40821302,433.92,ASK,,,
2018,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2018,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2018,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2018,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2018,Jeep,Wrangler,OHT1130261,433.92,ASK/FSK,,,
2018,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2019,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2019,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2019,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2019,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2019,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2019,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2019,Jeep,Wrangler,OHT1130261,433.92,ASK/FSK,,,
2020,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2020,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2020,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2020,Jeep,Gladiator,OHT1130261,433.92,ASK/FSK,,,
2020,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2020,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2020,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2020,Jeep,Wrangler,OHT1130261,433.92,ASK/FSK,,,
2021,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2021,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2021,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2021,Jeep,Gladiator,OHT1130261,433.92,ASK/FSK,,,
2021,Jeep,Grand Cherokee L,M3NWXF0B1,noRecord,XXX,,,
2021,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2021,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2021,Jeep,Grand Wagoneer,M3NWXF0B1,noRecord,XXX,,,
2021,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2021,Jeep,Wagoneer,M3NWXF0B1,noRecord,XXX,,,
2021,Jeep,Wrangler,OHT1130261,433.92,ASK/FSK,,,
2022,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2022,Jeep,Gladiator,OHT1130261,433.92,ASK/FSK,,,
2022,Jeep,Grand Cherokee L,M3NWXF0B1,noRecord,XXX,,,
2022,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2022,Jeep,Grand Wagoneer,M3NWXF0B1,noRecord,XXX,,,
2022,Jeep,Wagoneer,M3NWXF0B1,noRecord,XXX,,,
2023,Jeep,Compass,M3N-40821302,433.92,ASK,,,
2023,Jeep,Grand Cherokee L,M3NWXF0B1,noRecord,XXX,,,
2023,Jeep,Grand Wagoneer,M3NWXF0B1,noRecord,XXX,,,
2023,Jeep,Wagoneer,M3NWXF0B1,noRecord,XXX,,,
